,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
171,19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,0,No,21,4,1,1,4,0,0,0,0
172,36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,4,No,12,3,3,13,2,8,7,7,2
173,30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,1,No,11,3,3,12,3,12,9,6,10
174,45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,4,Yes,11,3,1,9,4,5,4,0,3
175,56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4,Yes,18,3,3,19,3,2,2,2,2
176,33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,0,No,14,3,1,4,4,3,1,0,2
177,19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1,No,22,4,3,1,2,1,0,1,0
178,46,No,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,1,No,25,4,3,24,3,24,13,15,7
179,38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,1,No,12,3,3,2,3,2,2,2,1
180,31,No,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,8,Yes,23,4,3,7,3,4,2,0,2
181,34,No,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2,No,15,3,4,9,3,3,2,1,2
182,41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,1,Yes,22,4,4,4,2,4,3,0,2
183,50,No,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,2,No,15,3,4,5,2,3,2,0,2
184,53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,1,No,11,3,3,5,3,4,2,1,3
185,33,No,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,1,No,13,3,4,8,3,8,7,1,6
186,40,No,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,1,No,14,3,2,21,3,20,8,9,9
187,55,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,8,No,11,3,4,36,3,24,15,2,15
188,34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,1,No,17,3,3,10,2,10,9,1,9
189,51,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,3,No,18,3,3,21,3,7,7,1,0
190,52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,0,No,14,3,1,34,3,33,18,11,9
191,27,No,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,1,No,16,3,4,7,2,7,7,0,3
192,35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,3,Yes,13,3,1,8,3,1,0,0,1
193,43,No,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,4,No,14,3,4,7,4,5,4,2,2
194,45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,9,No,23,4,4,22,3,20,8,11,8
195,37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,1,Yes,12,3,1,8,2,8,7,1,7
196,35,No,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,5,No,11,3,4,10,3,6,2,1,2
197,42,No,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,2,No,16,3,2,11,3,5,3,0,2
198,38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,9,No,14,3,2,14,3,1,0,0,0
199,38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,3,No,18,3,1,9,1,7,7,1,7
200,27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,5,No,19,3,3,6,3,2,2,2,0
201,49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,1,Yes,15,3,1,7,3,7,7,1,7
202,34,No,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,1,Yes,17,3,4,5,4,5,3,2,0
203,40,No,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,8,Yes,15,3,3,15,4,7,2,3,7
204,38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,7,Yes,19,3,2,17,3,1,0,0,0
205,29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,1,No,22,4,4,10,2,10,4,1,9
206,22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,1,Yes,16,3,1,4,2,4,2,2,2
207,36,No,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,1,No,13,3,1,8,3,8,1,1,7
208,40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,9,No,14,3,4,5,1,3,2,0,2
209,46,No,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,7,No,16,3,3,17,3,4,2,0,3
210,32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,1,No,11,3,3,14,2,14,8,9,8
211,30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,1,No,22,4,3,12,3,11,8,5,8
212,27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,1,No,14,3,4,7,3,7,7,0,7
213,51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,5,No,16,3,4,16,1,10,9,4,7
214,30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,5,Yes,11,3,3,8,3,5,2,0,4
215,41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,3,Yes,18,3,3,16,3,1,0,0,0
216,30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,5,No,15,3,3,9,2,6,3,0,1
217,29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,0,No,14,3,4,7,2,6,2,1,5
218,45,No,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,6,No,12,3,4,23,3,19,7,12,8
219,54,No,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,2,No,14,3,4,16,3,6,2,0,5
220,36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,8,No,16,3,4,16,4,13,11,3,7
221,33,No,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,6,No,21,4,4,7,3,3,2,1,1
222,37,No,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,1,Yes,14,3,3,10,3,10,8,0,7
223,38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,0,No,12,3,3,17,2,16,10,5,13
224,31,No,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,0,No,12,3,4,6,3,5,4,1,4
225,59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,3,No,17,3,1,7,3,1,0,0,0
226,37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,4,No,17,3,3,13,3,9,8,5,8
227,29,No,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,1,No,14,3,4,11,3,11,10,4,1
228,35,No,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,1,No,14,3,1,10,4,10,7,0,8
229,29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,1,Yes,13,3,3,4,2,4,3,0,1
230,52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,7,No,15,3,2,6,2,2,2,2,2
231,42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,1,No,11,3,4,22,3,22,17,11,15
232,59,No,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,8,No,17,3,4,7,2,2,2,2,2
233,50,No,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,3,No,11,3,3,32,2,7,0,0,6
234,33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,5,Yes,13,3,3,8,1,5,4,0,4
235,43,No,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,5,Yes,22,4,3,22,3,17,13,1,9
236,33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,7,No,20,4,1,13,4,9,7,1,7
237,52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,1,Yes,18,3,4,33,4,33,7,15,12
238,32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,2,No,11,3,1,6,3,4,3,1,2
239,32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,0,Yes,14,3,4,4,1,3,2,1,2
240,39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,7,No,14,3,3,7,3,3,2,1,2
241,32,No,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,0,No,18,3,1,4,3,3,2,2,2
242,41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,2,No,16,3,1,17,2,1,0,0,0
243,40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,1,No,17,3,1,9,3,9,8,4,7
244,45,No,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,0,No,11,3,3,25,3,24,0,1,7
245,31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,9,No,12,3,1,9,3,2,2,2,2
246,33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,1,No,13,3,3,2,2,2,2,0,2
247,34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,6,No,13,3,2,13,3,11,9,5,9
248,37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,2,No,14,3,1,17,2,3,1,0,2
249,45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,4,No,17,3,4,9,3,3,2,0,2
250,37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,6,No,11,3,2,17,3,1,0,0,0
251,39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,0,No,25,4,4,20,3,19,6,11,8
252,29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,1,No,19,3,1,6,3,6,5,1,5
253,42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,3,Yes,13,3,3,10,3,3,2,0,2
254,29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,2,No,14,3,4,10,3,3,2,0,2
255,25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,0,No,12,3,4,5,3,4,2,1,2
256,42,No,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,0,Yes,11,3,3,10,3,9,6,7,8
257,40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,0,No,19,3,4,22,3,21,7,3,9
258,51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,1,No,11,3,2,1,2,1,0,0,0
259,31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,0,No,11,3,2,6,4,5,4,1,4
260,32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,1,No,20,4,3,5,1,5,1,0,3
261,38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,3,No,18,3,4,13,3,8,7,7,5
262,32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,4,No,13,3,4,9,3,6,2,0,4
263,46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,3,Yes,12,3,2,28,2,7,7,7,7
264,28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,2,No,11,3,3,5,1,0,0,0,0
265,29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,2,No,19,3,2,10,3,0,0,0,0
266,31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,0,No,21,4,2,10,3,9,0,7,8
267,25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,1,No,12,3,4,6,3,6,3,1,5
268,45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,0,Yes,14,3,2,21,3,20,7,4,10
269,36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,0,No,11,3,3,16,3,15,13,10,11
270,55,No,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,0,Yes,14,3,3,37,3,36,10,4,13
271,47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,1,Yes,12,3,4,10,2,10,7,9,9
272,28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,1,No,23,4,4,5,2,5,2,0,4
273,37,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,4,No,14,3,2,7,4,5,4,0,1
274,21,No,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,1,No,17,3,1,3,4,3,2,1,0
275,37,No,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,2,Yes,18,3,1,15,3,5,2,0,2
276,35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,7,No,18,3,2,10,2,7,7,6,2
277,38,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,1,Yes,24,4,3,8,3,8,0,7,7
278,26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,1,No,20,4,1,6,1,6,5,1,4
279,50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,3,No,14,3,1,28,2,10,4,1,6
280,53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,3,Yes,16,3,4,21,2,5,3,1,3
281,42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,1,No,25,4,3,20,3,20,16,11,6
282,29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,1,No,18,3,1,10,2,10,7,0,9
283,55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,3,Yes,19,3,4,12,3,10,7,0,8
284,26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,1,Yes,13,3,3,5,3,5,3,3,3
285,37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,1,No,12,3,2,17,3,17,12,5,7
286,44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3,Yes,22,4,4,19,1,1,0,0,0
287,38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,9,No,14,3,2,10,3,2,2,1,2
288,26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2,Yes,13,3,4,5,3,3,2,0,2
289,28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,1,No,21,4,4,5,3,5,3,0,2
290,49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,9,Yes,11,3,4,22,3,3,2,1,2
291,36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4,No,12,3,4,10,3,8,0,7,7
292,31,No,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,1,No,11,3,3,2,2,2,2,2,2
293,26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,1,Yes,12,3,2,8,3,8,7,7,4
294,37,No,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,1,Yes,12,3,3,4,2,4,2,1,2
295,42,No,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,5,No,14,3,4,23,4,20,4,4,8
296,18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1,No,13,3,3,0,3,0,0,0,0
297,35,No,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,0,No,15,3,3,12,2,11,9,6,9
298,36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,4,No,18,3,4,4,3,1,0,0,0
299,51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5,No,18,3,4,13,3,4,1,1,2
300,41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,1,No,19,3,2,22,3,22,10,0,4
301,18,No,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1,No,12,3,1,0,3,0,0,0,0
302,28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,0,No,19,3,3,9,3,8,3,0,7
303,31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,4,No,11,3,2,10,2,8,7,7,7
304,39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,0,No,17,3,1,19,2,18,10,3,7
305,36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,7,No,15,3,3,11,3,9,8,0,8
306,32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,1,No,14,3,3,13,2,13,8,4,8
307,38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,3,No,17,3,3,19,3,10,8,0,1
308,58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,2,Yes,13,3,4,12,3,5,3,1,2
309,31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,0,Yes,12,3,3,6,3,5,2,0,3
310,31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,3,No,12,3,4,9,3,2,2,1,0
311,45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,1,No,18,3,1,24,3,24,9,9,11
312,31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,0,Yes,18,3,2,3,1,2,2,2,2
313,33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,6,No,11,3,2,12,3,10,6,8,8
314,39,No,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,1,Yes,14,3,4,21,3,21,9,11,10
315,43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,0,No,19,3,1,9,3,8,7,1,7
316,49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,7,Yes,12,3,4,25,3,7,1,0,7
317,52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,2,No,15,3,1,11,2,8,2,7,7
318,27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,1,Yes,12,3,2,4,2,4,3,1,2
319,32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,1,Yes,11,3,4,13,3,13,12,11,9
320,27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,1,Yes,11,3,1,5,3,5,4,0,4
321,31,No,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,4,No,12,3,4,13,3,7,7,1,7
322,32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,7,No,16,3,3,10,2,7,7,0,7
323,28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,5,Yes,13,3,4,5,2,3,2,2,2
324,30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,1,No,13,3,4,11,3,10,8,1,9
325,31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,1,No,24,4,1,10,3,10,9,8,9
326,39,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,1,No,15,3,1,21,3,21,9,13,3
327,39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,4,Yes,18,3,1,12,2,1,0,0,0
328,33,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,3,No,14,3,3,9,2,7,7,0,1
329,47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,4,No,11,3,2,21,3,3,2,1,1
330,43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,1,No,11,3,2,9,4,9,7,0,0
331,27,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,0,Yes,13,3,4,6,3,5,4,1,4
332,54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,3,No,12,3,4,20,2,4,3,0,3
333,43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,8,No,16,3,1,10,2,1,0,0,0
334,45,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,9,No,14,3,1,12,3,10,9,9,8
335,40,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,2,Yes,22,4,3,6,2,4,3,0,2
336,29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,1,Yes,11,3,4,7,2,7,7,0,7
337,29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,0,No,17,3,3,4,3,3,2,2,2
338,30,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,1,No,13,3,3,10,3,10,9,1,2
